date,store,product,price,promo,units_sold,revenue,is_outlier,store_encoded,product_encoded,day_of_week,month,year,is_weekend
2023-02-14,Store_1,Product_A,37.94,0,223.0,8449.87,False,0,0,1,2,2023,0
2023-02-15,Store_1,Product_A,37.94,0,247.0,9370.2,False,0,0,2,2,2023,0
2023-02-16,Store_1,Product_A,37.94,0,231.0,8781.32,False,0,0,3,2,2023,0
2023-02-17,Store_1,Product_A,37.94,0,224.0,8487.54,False,0,0,4,2,2023,0
2023-02-18,Store_1,Product_A,37.94,0,218.0,8252.26,False,0,0,5,2,2023,1
2023-02-19,Store_1,Product_A,37.94,0,223.0,8456.98,False,0,0,6,2,2023,1
2023-02-20,Store_1,Product_A,37.94,0,228.0,8639.48,False,0,0,0,2,2023,0
2023-02-21,Store_1,Product_A,37.94,0,244.0,9251.75,False,0,0,1,2,2023,0
2023-02-22,Store_1,Product_A,37.94,0,247.0,9353.35,False,0,0,2,2,2023,0
2023-02-23,Store_1,Product_A,37.94,0,230.0,8716.28,False,0,0,3,2,2023,0
2023-02-24,Store_1,Product_A,37.94,0,211.0,8012.9,False,0,0,4,2,2023,0
2023-02-25,Store_1,Product_A,37.94,0,219.0,8303.68,False,0,0,5,2,2023,1
2023-02-26,Store_1,Product_A,37.94,0,213.0,8088.88,False,0,0,6,2,2023,1
2023-02-27,Store_1,Product_A,37.94,0,215.0,8805.54,False,0,0,0,2,2023,0
2023-02-28,Store_1,Product_A,37.94,0,231.0,8753.81,False,0,0,1,2,2023,0
2023-03-01,Store_1,Product_A,37.94,0,237.0,8997.94,False,0,0,2,3,2023,0
2023-03-02,Store_1,Product_A,37.94,0,242.0,9175.3,False,0,0,3,3,2023,0
2023-03-03,Store_1,Product_A,37.94,0,221.0,8384.47,False,0,0,4,3,2023,0
2023-03-04,Store_1,Product_A,37.94,0,215.0,8161.52,False,0,0,5,3,2023,1
2023-03-05,Store_1,Product_A,37.94,0,218.0,8264.96,False,0,0,6,3,2023,1
2023-03-06,Store_1,Product_A,37.94,0,230.0,8709.97,False,0,0,0,3,2023,0
2023-03-07,Store_1,Product_A,37.94,0,241.0,9145.26,False,0,0,1,3,2023,0
2023-03-08,Store_1,Product_A,37.94,1,215.0,9954.7,False,0,0,2,3,2023,0
2023-03-09,Store_1,Product_A,37.94,1,259.0,9817.53,False,0,0,3,3,2023,0
2023-03-10,Store_1,Product_A,37.94,0,234.0,8894.14,False,0,0,4,3,2023,0
2023-03-11,Store_1,Product_A,37.94,0,215.0,8157.99,False,0,0,5,3,2023,1
2023-03-12,Store_1,Product_A,37.94,0,228.0,8648.78,False,0,0,6,3,2023,1
2023-03-13,Store_1,Product_A,37.94,0,236.0,8937.27,False,0,0,0,3,2023,0
2023-03-14,Store_1,Product_A,37.94,0,235.0,8901.95,False,0,0,1,3,2023,0
2023-03-15,Store_1,Product_A,37.94,0,257.0,9755.64,False,0,0,2,3,2023,0
2023-03-16,Store_1,Product_A,37.94,0,239.0,9063.03,False,0,0,3,3,2023,0
2023-03-17,Store_1,Product_A,37.94,0,236.0,8960.64,False,0,0,4,3,2023,0
2023-03-18,Store_1,Product_A,37.94,0,213.0,8083.94,False,0,0,5,3,2023,1
2023-03-19,Store_1,Product_A,37.94,0,233.0,8838.28,False,0,0,6,3,2023,1
2023-03-20,Store_1,Product_A,37.94,0,242.0,9187.32,False,0,0,0,3,2023,0
2023-03-21,Store_1,Product_A,37.94,0,252.0,9569.2,False,0,0,1,3,2023,0
2023-03-22,Store_1,Product_A,37.94,0,243.0,9219.39,False,0,0,2,3,2023,0
2023-03-23,Store_1,Product_A,37.94,0,237.0,8994.52,False,0,0,3,3,2023,0
2023-03-24,Store_1,Product_A,37.94,0,229.0,8693.49,False,0,0,4,3,2023,0
2023-03-25,Store_1,Product_A,37.94,0,216.0,8201.21,False,0,0,5,3,2023,1
2023-03-26,Store_1,Product_A,37.94,1,238.0,9017.69,False,0,0,6,3,2023,1
2023-03-27,Store_1,Product_A,37.94,0,232.0,8801.77,False,0,0,0,3,2023,0
2023-03-28,Store_1,Product_A,37.94,0,250.0,9474.37,False,0,0,1,3,2023,0
2023-03-29,Store_1,Product_A,37.94,0,257.0,9737.62,False,0,0,2,3,2023,0
2023-03-30,Store_1,Product_A,37.94,0,215.0,8447.39,False,0,0,3,3,2023,0
2023-03-31,Store_1,Product_A,37.94,0,214.0,8126.54,False,0,0,4,3,2023,0
2023-04-01,Store_1,Product_A,37.94,0,213.0,8065.88,False,0,0,5,4,2023,1
2023-04-02,Store_1,Product_A,37.94,0,221.0,8379.3,False,0,0,6,4,2023,1
2023-04-03,Store_1,Product_A,37.94,0,228.0,8662.59,False,0,0,0,4,2023,0
2023-04-04,Store_1,Product_A,37.94,0,237.0,9003.46,False,0,0,1,4,2023,0
2023-04-05,Store_1,Product_A,37.94,0,255.0,9664.62,False,0,0,2,4,2023,0
2023-04-06,Store_1,Product_A,37.94,0,227.0,8626.97,False,0,0,3,4,2023,0
2023-04-07,Store_1,Product_A,37.94,0,207.0,7860.88,False,0,0,4,4,2023,0
2023-04-08,Store_1,Product_A,37.94,0,230.0,8723.32,False,0,0,5,4,2023,1
2023-04-09,Store_1,Product_A,37.94,0,215.0,8162.68,False,0,0,6,4,2023,1
2023-04-10,Store_1,Product_A,37.94,0,232.0,8799.07,False,0,0,0,4,2023,0
2023-04-11,Store_1,Product_A,37.94,0,251.0,9530.3,False,0,0,1,4,2023,0
2023-04-12,Store_1,Product_A,37.94,0,241.0,9142.44,False,0,0,2,4,2023,0
2023-04-13,Store_1,Product_A,37.94,0,220.0,8358.37,False,0,0,3,4,2023,0
2023-04-14,Store_1,Product_A,37.94,0,236.0,8956.32,False,0,0,4,4,2023,0
2023-04-15,Store_1,Product_A,37.94,0,225.0,8554.38,False,0,0,5,4,2023,1
2023-04-16,Store_1,Product_A,37.94,0,224.0,8508.84,False,0,0,6,4,2023,1
2023-04-17,Store_1,Product_A,37.94,0,230.0,8737.09,False,0,0,0,4,2023,0
2023-04-18,Store_1,Product_A,37.94,1,286.0,10844.47,True,0,0,1,4,2023,0
2023-04-19,Store_1,Product_A,37.94,0,241.0,9131.15,False,0,0,2,4,2023,0
2023-04-20,Store_1,Product_A,37.94,0,251.0,9514.22,False,0,0,3,4,2023,0
2023-04-21,Store_1,Product_A,37.94,0,222.0,8417.23,False,0,0,4,4,2023,0
2023-04-22,Store_1,Product_A,37.94,0,222.0,8434.13,False,0,0,5,4,2023,1
2023-04-23,Store_1,Product_A,37.94,0,202.0,7661.68,False,0,0,6,4,2023,1
2023-04-24,Store_1,Product_A,37.94,0,232.0,8791.46,False,0,0,0,4,2023,0
2023-04-25,Store_1,Product_A,37.94,0,246.0,9345.6,False,0,0,1,4,2023,0
2023-04-26,Store_1,Product_A,37.94,0,255.0,9672.25,False,0,0,2,4,2023,0
2023-04-27,Store_1,Product_A,37.94,1,268.0,10186.62,False,0,0,3,4,2023,0
2023-04-28,Store_1,Product_A,37.94,0,213.0,8075.99,False,0,0,4,4,2023,0
2023-04-29,Store_1,Product_A,37.94,0,212.0,8061.17,False,0,0,5,4,2023,1
2023-04-30,Store_1,Product_A,37.94,0,216.0,8179.94,False,0,0,6,4,2023,1
2023-05-01,Store_1,Product_A,37.94,0,225.0,8539.21,False,0,0,0,5,2023,0
2023-05-02,Store_1,Product_A,37.94,0,226.0,8586.05,False,0,0,1,5,2023,0
2023-05-03,Store_1,Product_A,37.94,0,235.0,8922.04,False,0,0,2,5,2023,0
2023-05-04,Store_1,Product_A,37.94,0,231.0,8764.96,False,0,0,3,5,2023,0
2023-05-05,Store_1,Product_A,37.94,0,228.0,8666.47,False,0,0,4,5,2023,0
2023-05-06,Store_1,Product_A,37.94,0,213.0,8088.68,False,0,0,5,5,2023,1
2023-05-07,Store_1,Product_A,37.94,0,211.0,8007.61,False,0,0,6,5,2023,1
2023-05-08,Store_1,Product_A,37.94,0,223.0,8471.11,False,0,0,0,5,2023,0
2023-05-09,Store_1,Product_A,37.94,0,239.0,9071.31,False,0,0,1,5,2023,0
2023-05-10,Store_1,Product_A,37.94,0,223.0,8451.94,False,0,0,2,5,2023,0
2023-05-11,Store_1,Product_A,37.94,0,232.0,8788.64,False,0,0,3,5,2023,0
2023-05-12,Store_1,Product_A,37.94,0,225.0,8530.93,False,0,0,4,5,2023,0
2023-05-13,Store_1,Product_A,37.94,0,209.0,7933.73,False,0,0,5,5,2023,1
2023-05-14,Store_1,Product_A,37.94,0,212.0,8047.6,False,0,0,6,5,2023,1
2023-05-15,Store_1,Product_A,37.94,0,230.0,8731.55,False,0,0,0,5,2023,0
2023-05-16,Store_1,Product_A,37.94,0,233.0,8850.53,False,0,0,1,5,2023,0
2023-05-17,Store_1,Product_A,37.94,1,257.0,9741.12,False,0,0,2,5,2023,0
2023-05-18,Store_1,Product_A,37.94,0,225.0,8548.69,False,0,0,3,5,2023,0
2023-05-19,Store_1,Product_A,37.94,0,216.0,8182.09,False,0,0,4,5,2023,0
2023-05-20,Store_1,Product_A,37.94,0,208.0,7906.23,False,0,0,5,5,2023,1
2023-05-21,Store_1,Product_A,37.94,0,217.0,8249.88,False,0,0,6,5,2023,1
2023-05-22,Store_1,Product_A,37.94,0,217.0,8236.07,False,0,0,0,5,2023,0
2023-05-23,Store_1,Product_A,37.94,0,228.0,8666.92,False,0,0,1,5,2023,0
2023-05-24,Store_1,Product_A,37.94,1,246.0,9335.33,False,0,0,2,5,2023,0
2023-05-25,Store_1,Product_A,37.94,0,220.0,8338.98,False,0,0,3,5,2023,0
2023-05-26,Store_1,Product_A,37.94,0,215.0,8151.61,False,0,0,4,5,2023,0
2023-05-27,Store_1,Product_A,37.94,0,197.0,7484.55,False,0,0,5,5,2023,1
2023-05-28,Store_1,Product_A,37.94,0,203.0,7704.87,False,0,0,6,5,2023,1
2023-05-29,Store_1,Product_A,37.94,0,213.0,8069.93,False,0,0,0,5,2023,0
2023-05-30,Store_1,Product_A,37.94,0,231.0,8765.75,False,0,0,1,5,2023,0
2023-05-31,Store_1,Product_A,37.94,0,245.0,9286.74,False,0,0,2,5,2023,0
2023-06-01,Store_1,Product_A,37.94,0,215.0,8144.02,False,0,0,3,6,2023,0
2023-06-02,Store_1,Product_A,37.94,0,208.0,7894.81,False,0,0,4,6,2023,0
2023-06-03,Store_1,Product_A,37.94,0,198.0,7521.99,False,0,0,5,6,2023,1
2023-06-04,Store_1,Product_A,37.94,0,186.0,7048.16,False,0,0,6,6,2023,1
2023-06-05,Store_1,Product_A,37.94,0,223.0,8446.32,False,0,0,0,6,2023,0
2023-06-06,Store_1,Product_A,37.94,0,223.0,8449.37,False,0,0,1,6,2023,0
2023-06-07,Store_1,Product_A,37.94,0,227.0,8602.91,False,0,0,2,6,2023,0
2023-06-08,Store_1,Product_A,37.94,0,218.0,8270.72,False,0,0,3,6,2023,0
2023-06-09,Store_1,Product_A,37.94,0,201.0,7629.4,False,0,0,4,6,2023,0
2023-06-10,Store_1,Product_A,37.94,0,191.0,7265.09,False,0,0,5,6,2023,1
2023-06-11,Store_1,Product_A,37.94,0,205.0,7787.1,False,0,0,6,6,2023,1
2023-06-12,Store_1,Product_A,37.94,0,210.0,7953.08,False,0,0,0,6,2023,0
2023-06-13,Store_1,Product_A,37.94,0,232.0,8796.4,False,0,0,1,6,2023,0
2023-06-14,Store_1,Product_A,37.94,0,230.0,8711.88,False,0,0,2,6,2023,0
2023-06-15,Store_1,Product_A,37.94,1,263.0,9966.68,False,0,0,3,6,2023,0
2023-06-16,Store_1,Product_A,37.94,0,202.0,7647.58,False,0,0,4,6,2023,0
2023-06-17,Store_1,Product_A,37.94,0,203.0,7683.28,False,0,0,5,6,2023,1
2023-06-18,Store_1,Product_A,37.94,0,198.0,7517.11,False,0,0,6,6,2023,1
2023-06-19,Store_1,Product_A,37.94,0,219.0,8316.15,False,0,0,0,6,2023,0
2023-06-20,Store_1,Product_A,37.94,0,210.0,7978.23,False,0,0,1,6,2023,0
2023-06-21,Store_1,Product_A,37.94,0,226.0,8556.97,False,0,0,2,6,2023,0
2023-06-22,Store_1,Product_A,37.94,0,218.0,8278.62,False,0,0,3,6,2023,0
2023-06-23,Store_1,Product_A,37.94,0,208.0,7891.57,False,0,0,4,6,2023,0
2023-06-24,Store_1,Product_A,37.94,0,191.0,7247.25,False,0,0,5,6,2023,1
2023-06-25,Store_1,Product_A,37.94,0,201.0,7611.81,False,0,0,6,6,2023,1
2023-06-26,Store_1,Product_A,37.94,0,206.0,7812.84,False,0,0,0,6,2023,0
2023-06-27,Store_1,Product_A,37.94,0,227.0,8599.04,False,0,0,1,6,2023,0
2023-06-28,Store_1,Product_A,37.94,0,219.0,8311.63,False,0,0,2,6,2023,0
2023-06-29,Store_1,Product_A,37.94,0,210.0,7949.79,False,0,0,3,6,2023,0
2023-06-30,Store_1,Product_A,37.94,0,192.0,7286.5,False,0,0,4,6,2023,0
2023-07-01,Store_1,Product_A,37.94,0,188.0,7128.21,False,0,0,5,7,2023,1
2023-07-02,Store_1,Product_A,37.94,0,196.0,7432.62,False,0,0,6,7,2023,1
2023-07-03,Store_1,Product_A,37.94,1,273.0,10360.65,False,0,0,0,7,2023,0
2023-07-04,Store_1,Product_A,37.94,0,219.0,8301.65,False,0,0,1,7,2023,0
2023-07-05,Store_1,Product_A,37.94,0,223.0,8463.98,False,0,0,2,7,2023,0
2023-07-06,Store_1,Product_A,37.94,0,210.0,7978.59,False,0,0,3,7,2023,0
2023-07-07,Store_1,Product_A,37.94,0,204.0,7733.31,False,0,0,4,7,2023,0
2023-07-08,Store_1,Product_A,37.94,0,209.0,7943.01,False,0,0,5,7,2023,1
2023-07-09,Store_1,Product_A,37.94,1,226.0,8565.88,False,0,0,6,7,2023,1
2023-07-10,Store_1,Product_A,37.94,1,240.0,9092.74,False,0,0,0,7,2023,0
2023-07-11,Store_1,Product_A,37.94,0,196.0,7420.48,False,0,0,1,7,2023,0
2023-07-12,Store_1,Product_A,37.94,0,208.0,7877.46,False,0,0,2,7,2023,0
2023-07-13,Store_1,Product_A,37.94,0,207.0,7850.25,False,0,0,3,7,2023,0
2023-07-14,Store_1,Product_A,37.94,0,187.0,7077.3,False,0,0,4,7,2023,0
2023-07-15,Store_1,Product_A,37.94,0,190.0,7219.41,False,0,0,5,7,2023,1
2023-07-16,Store_1,Product_A,37.94,0,183.0,6951.35,False,0,0,6,7,2023,1
2023-07-17,Store_1,Product_A,37.94,0,201.0,7631.85,False,0,0,0,7,2023,0
2023-07-18,Store_1,Product_A,37.94,0,232.0,8796.17,False,0,0,1,7,2023,0
2023-07-19,Store_1,Product_A,37.94,0,205.0,7774.75,False,0,0,2,7,2023,0
2023-07-20,Store_1,Product_A,37.94,0,196.0,7430.3,False,0,0,3,7,2023,0
2023-07-21,Store_1,Product_A,37.94,0,193.0,7340.6,False,0,0,4,7,2023,0
2023-07-22,Store_1,Product_A,37.94,0,180.0,6846.04,False,0,0,5,7,2023,1
2023-07-23,Store_1,Product_A,37.94,0,185.0,7029.75,False,0,0,6,7,2023,1
2023-07-24,Store_1,Product_A,37.94,0,198.0,7511.0,False,0,0,0,7,2023,0
2023-07-25,Store_1,Product_A,37.94,0,207.0,7871.72,False,0,0,1,7,2023,0
2023-07-26,Store_1,Product_A,37.94,0,213.0,8077.82,False,0,0,2,7,2023,0
2023-07-27,Store_1,Product_A,37.94,0,205.0,7760.94,False,0,0,3,7,2023,0
2023-07-28,Store_1,Product_A,37.94,0,176.0,6669.23,False,0,0,4,7,2023,0
2023-07-29,Store_1,Product_A,37.94,0,195.0,7389.54,False,0,0,5,7,2023,1
2023-07-30,Store_1,Product_A,37.94,0,189.0,7179.29,False,0,0,6,7,2023,1
2023-07-31,Store_1,Product_A,37.94,0,183.0,6951.82,False,0,0,0,7,2023,0
2023-08-01,Store_1,Product_A,37.94,0,214.0,8106.8,False,0,0,1,8,2023,0
2023-08-02,Store_1,Product_A,37.94,0,208.0,7898.64,False,0,0,2,8,2023,0
2023-08-03,Store_1,Product_A,37.94,0,195.0,7397.55,False,0,0,3,8,2023,0
2023-08-04,Store_1,Product_A,37.94,0,183.0,6952.45,False,0,0,4,8,2023,0
2023-08-05,Store_1,Product_A,37.94,0,165.0,6263.62,False,0,0,5,8,2023,1
2023-08-06,Store_1,Product_A,37.94,0,185.0,7022.55,False,0,0,6,8,2023,1
2023-08-07,Store_1,Product_A,37.94,1,229.0,8693.54,False,0,0,0,8,2023,0
2023-08-08,Store_1,Product_A,37.94,0,216.0,8195.95,False,0,0,1,8,2023,0
2023-08-09,Store_1,Product_A,37.94,0,203.0,7710.96,False,0,0,2,8,2023,0
2023-08-10,Store_1,Product_A,37.94,0,199.0,7556.54,False,0,0,3,8,2023,0
2023-08-11,Store_1,Product_A,37.94,0,189.0,7164.41,False,0,0,4,8,2023,0
2023-08-12,Store_1,Product_A,37.94,0,162.0,6138.0,False,0,0,5,8,2023,1
2023-08-13,Store_1,Product_A,37.94,0,183.0,6952.68,False,0,0,6,8,2023,1
2023-08-14,Store_1,Product_A,37.94,0,178.0,6740.43,False,0,0,0,8,2023,0
2023-08-15,Store_1,Product_A,37.94,0,203.0,7689.58,False,0,0,1,8,2023,0
2023-08-16,Store_1,Product_A,37.94,0,201.0,7631.96,False,0,0,2,8,2023,0
2023-08-17,Store_1,Product_A,37.94,0,187.0,7084.43,False,0,0,3,8,2023,0
2023-08-18,Store_1,Product_A,37.94,0,190.0,7191.97,False,0,0,4,8,2023,0
2023-08-19,Store_1,Product_A,37.94,0,163.0,6190.82,False,0,0,5,8,2023,1
2023-08-20,Store_1,Product_A,37.94,0,175.0,6622.01,False,0,0,6,8,2023,1
2023-08-21,Store_1,Product_A,37.94,0,184.0,6987.63,False,0,0,0,8,2023,0
2023-08-22,Store_1,Product_A,37.94,0,204.0,7752.36,False,0,0,1,8,2023,0
2023-08-23,Store_1,Product_A,37.94,1,250.0,9470.62,False,0,0,2,8,2023,0
2023-08-24,Store_1,Product_A,37.94,0,195.0,7383.41,False,0,0,3,8,2023,0
2023-08-25,Store_1,Product_A,37.94,0,189.0,7182.25,False,0,0,4,8,2023,0
2023-08-26,Store_1,Product_A,37.94,0,171.0,6498.07,False,0,0,5,8,2023,1
2023-08-27,Store_1,Product_A,37.94,0,166.0,6307.03,False,0,0,6,8,2023,1
2023-08-28,Store_1,Product_A,37.94,1,226.0,8565.22,False,0,0,0,8,2023,0
2023-08-29,Store_1,Product_A,37.94,0,205.0,7759.54,False,0,0,1,8,2023,0
2023-08-30,Store_1,Product_A,37.94,0,203.0,7683.73,False,0,0,2,8,2023,0
2023-08-31,Store_1,Product_A,37.94,1,244.0,9252.85,False,0,0,3,8,2023,0
2023-09-01,Store_1,Product_A,37.94,0,179.0,6794.61,False,0,0,4,9,2023,0
2023-09-02,Store_1,Product_A,37.94,0,178.0,6744.12,False,0,0,5,9,2023,1
2023-09-03,Store_1,Product_A,37.94,0,176.0,6662.84,False,0,0,6,9,2023,1
2023-09-04,Store_1,Product_A,37.94,0,182.0,6914.35,False,0,0,0,9,2023,0
2023-09-05,Store_1,Product_A,37.94,0,190.0,7199.43,False,0,0,1,9,2023,0
2023-09-06,Store_1,Product_A,37.94,1,233.0,8843.21,False,0,0,2,9,2023,0
2023-09-07,Store_1,Product_A,37.94,0,181.0,6866.48,False,0,0,3,9,2023,0
2023-09-08,Store_1,Product_A,37.94,0,196.0,7434.17,False,0,0,4,9,2023,0
2023-09-09,Store_1,Product_A,37.94,0,164.0,6217.98,False,0,0,5,9,2023,1
2023-09-10,Store_1,Product_A,37.94,0,159.0,6047.4,False,0,0,6,9,2023,1
2023-09-11,Store_1,Product_A,37.94,0,184.0,6986.11,False,0,0,0,9,2023,0
2023-09-12,Store_1,Product_A,37.94,0,192.0,7290.34,False,0,0,1,9,2023,0
2023-09-13,Store_1,Product_A,37.94,0,189.0,7152.69,False,0,0,2,9,2023,0
2023-09-14,Store_1,Product_A,37.94,0,209.0,7912.1,False,0,0,3,9,2023,0
2023-09-15,Store_1,Product_A,37.94,0,184.0,6983.27,False,0,0,4,9,2023,0
2023-09-16,Store_1,Product_A,37.94,0,173.0,6551.81,False,0,0,5,9,2023,1
2023-09-17,Store_1,Product_A,37.94,0,180.0,6822.05,False,0,0,6,9,2023,1
2023-09-18,Store_1,Product_A,37.94,0,176.0,6679.55,False,0,0,0,9,2023,0
2023-09-19,Store_1,Product_A,37.94,0,194.0,7374.17,False,0,0,1,9,2023,0
2023-09-20,Store_1,Product_A,37.94,0,207.0,7849.74,False,0,0,2,9,2023,0
2023-09-21,Store_1,Product_A,37.94,0,192.0,7277.56,False,0,0,3,9,2023,0
2023-09-22,Store_1,Product_A,37.94,0,183.0,6960.54,False,0,0,4,9,2023,0
2023-09-23,Store_1,Product_A,37.94,0,171.0,6495.51,False,0,0,5,9,2023,1
2023-09-24,Store_1,Product_A,37.94,0,165.0,6278.72,False,0,0,6,9,2023,1
2023-09-25,Store_1,Product_A,37.94,0,186.0,7065.19,False,0,0,0,9,2023,0
2023-09-26,Store_1,Product_A,37.94,0,189.0,7153.88,False,0,0,1,9,2023,0
2023-09-27,Store_1,Product_A,37.94,0,201.0,7622.48,False,0,0,2,9,2023,0
2023-09-28,Store_1,Product_A,37.94,0,189.0,7171.29,False,0,0,3,9,2023,0
2023-09-29,Store_1,Product_A,37.94,0,177.0,6697.01,False,0,0,4,9,2023,0
2023-09-30,Store_1,Product_A,37.94,0,172.0,6525.13,False,0,0,5,9,2023,1
2023-10-01,Store_1,Product_A,37.94,0,171.0,6486.58,False,0,0,6,10,2023,1
2023-10-02,Store_1,Product_A,37.94,0,181.0,6860.99,False,0,0,0,10,2023,0
2023-10-03,Store_1,Product_A,37.94,1,228.0,8661.97,False,0,0,1,10,2023,0
2023-10-04,Store_1,Product_A,37.94,0,200.0,7585.84,False,0,0,2,10,2023,0
2023-10-05,Store_1,Product_A,37.94,1,214.0,8135.48,False,0,0,3,10,2023,0
2023-10-06,Store_1,Product_A,37.94,0,162.0,6159.52,False,0,0,4,10,2023,0
2023-10-07,Store_1,Product_A,37.94,0,165.0,6246.51,False,0,0,5,10,2023,1
2023-10-08,Store_1,Product_A,37.94,0,180.0,6822.56,False,0,0,6,10,2023,1
2023-10-09,Store_1,Product_A,37.94,0,193.0,7327.32,False,0,0,0,10,2023,0
2023-10-10,Store_1,Product_A,37.94,0,185.0,7004.81,False,0,0,1,10,2023,0
2023-10-11,Store_1,Product_A,37.94,0,211.0,7994.2,False,0,0,2,10,2023,0
2023-10-12,Store_1,Product_A,37.94,0,190.0,7208.31,False,0,0,3,10,2023,0
2023-10-13,Store_1,Product_A,37.94,0,175.0,6625.97,False,0,0,4,10,2023,0
2023-10-14,Store_1,Product_A,37.94,0,174.0,6606.43,False,0,0,5,10,2023,1
2023-10-15,Store_1,Product_A,37.94,0,177.0,6725.03,False,0,0,6,10,2023,1
2023-10-16,Store_1,Product_A,37.94,1,241.0,9141.21,False,0,0,0,10,2023,0
2023-10-17,Store_1,Product_A,37.94,0,199.0,7553.99,False,0,0,1,10,2023,0
2023-10-18,Store_1,Product_A,37.94,0,192.0,7294.89,False,0,0,2,10,2023,0
2023-10-19,Store_1,Product_A,37.94,0,190.0,7212.8,False,0,0,3,10,2023,0
2023-10-20,Store_1,Product_A,37.94,0,176.0,6676.33,False,0,0,4,10,2023,0
2023-10-21,Store_1,Product_A,37.94,0,164.0,6217.89,False,0,0,5,10,2023,1
2023-10-22,Store_1,Product_A,37.94,0,172.0,6535.4,False,0,0,6,10,2023,1
